Dataset,chunk_index,mean_bitwidth,median_bitwidth,std_bitwidth,mean_diff_bitwidth,std_diff_bitwidth,avg_run_length,local_max_density,local_max_amplitude,entropy,monotonic_segments,optimal_pack_size
City-temp.csv,0,0.1141357421875,0.109375,0.01593426765125935,0.013656496062992126,0.01675217379612731,0.1038961038961039,0.1746031746031746,0.025923295454545456,0.2985826670665776,0.4765625,8
City-temp.csv,1,0.1142578125,0.109375,0.01699892107961837,0.012057086614173228,0.013034372675343533,0.10810810810810811,0.15873015873015872,0.0203125,0.298839256325197,0.4609375,6
City-temp.csv,2,0.116455078125,0.109375,0.015111101685003694,0.01156496062992126,0.01534099650665978,0.1111111111111111,0.12698412698412698,0.02099609375,0.24367713114524184,0.484375,9
City-temp.csv,3,0.1119384765625,0.109375,0.011181933803129747,0.010580708661417323,0.01035366874998487,0.1095890410958904,0.14285714285714285,0.019097222222222224,0.25861742185793807,0.46875,6
City-temp.csv,4,0.1126708984375,0.109375,0.016987960114188152,0.01218011811023622,0.015675776971093545,0.1111111111111111,0.1111111111111111,0.025669642857142856,0.2906834358668242,0.4296875,6
City-temp.csv,5,0.1121826171875,0.109375,0.014672323461794218,0.013164370078740157,0.013215438329208797,0.09411764705882353,0.1984126984126984,0.0196875,0.29519527661257144,0.5390625,6
City-temp.csv,6,0.1121826171875,0.109375,0.01454174606097535,0.012057086614173228,0.013611532171200123,0.1111111111111111,0.1746031746031746,0.022372159090909092,0.2895595882598487,0.4296875,5
City-temp.csv,7,0.11572265625,0.109375,0.020338540624666532,0.01624015748031496,0.020602541496546774,0.10126582278481013,0.14285714285714285,0.03125,0.3153604016025336,0.4609375,5
City-temp.csv,8,0.117431640625,0.109375,0.02192241434751142,0.0172244094488189,0.021819974880487553,0.0963855421686747,0.16666666666666666,0.028273809523809524,0.3161507511690204,0.5,4
City-temp.csv,9,0.167236328125,0.1875,0.046440013586431676,0.021899606299212598,0.04811994435907623,0.27586206896551724,0.015873015873015872,0.05078125,0.18379098986030065,0.21875,2
City-temp.csv,10,0.029052734375,0.015625,0.04612578232678085,0.013533464566929134,0.04629157114698755,0.7272727272727273,0.023809523809523808,0.171875,0.06592296774274624,0.0859375,6
City-temp.csv,11,0.015625,0.015625,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,12,0.080078125,0.015625,0.08320862657867498,0.02300688976377953,0.05852343292687893,0.4444444444444444,0.031746031746031744,0.171875,0.1590723338208275,0.140625,5
City-temp.csv,13,0.13134765625,0.109375,0.05775564336244521,0.031496062992125984,0.051877292039791835,0.13793103448275862,0.1111111111111111,0.07087053571428571,0.37285083560458165,0.375,2
City-temp.csv,14,0.1148681640625,0.09375,0.04409003270063877,0.037155511811023625,0.04672832752876662,0.09195402298850575,0.14285714285714285,0.06553819444444445,0.38851657160915737,0.515625,3
City-temp.csv,15,0.1141357421875,0.09375,0.03774934365162983,0.02374507874015748,0.03274302459816927,0.10810810810810811,0.15873015873015872,0.0421875,0.3667342212937497,0.484375,3
City-temp.csv,16,0.102294921875,0.09375,0.024539472817600858,0.016117125984251968,0.02456381667360915,0.1095890410958904,0.1111111111111111,0.03404017857142857,0.3209489194531891,0.421875,5
City-temp.csv,17,0.106689453125,0.109375,0.026929718026414196,0.017839566929133858,0.02798689362844559,0.10256410256410256,0.14285714285714285,0.025173611111111112,0.37357808569978945,0.4765625,4
City-temp.csv,18,0.1044921875,0.09375,0.027396015896690502,0.02202263779527559,0.0262596599085837,0.0898876404494382,0.19047619047619047,0.0390625,0.35794753913232236,0.484375,4
City-temp.csv,19,0.0933837890625,0.09375,0.017736358531652372,0.013164370078740157,0.01573841672534193,0.10126582278481013,0.1349206349206349,0.02389705882352941,0.3231333550730015,0.453125,6
City-temp.csv,20,0.095458984375,0.09375,0.024568602679850983,0.017470472440944882,0.022834194902895375,0.0963855421686747,0.16666666666666666,0.030877976190476192,0.3572687130508139,0.453125,7
City-temp.csv,21,0.099365234375,0.09375,0.025144113965947745,0.018577755905511813,0.025620699798268923,0.10256410256410256,0.11904761904761904,0.04635416666666667,0.3507598712514919,0.40625,5
City-temp.csv,22,0.13037109375,0.109375,0.04438527592700321,0.022637795275590553,0.03190195068242557,0.12121212121212122,0.1349206349206349,0.04136029411764706,0.36443266958143744,0.4453125,4
City-temp.csv,23,0.15771484375,0.1875,0.04042721063518,0.02620570866141732,0.04218599123157719,0.15384615384615385,0.07936507936507936,0.0578125,0.25870948787749887,0.375,2
City-temp.csv,24,0.1317138671875,0.125,0.031291695435193716,0.018700787401574805,0.025867646343120495,0.11594202898550725,0.11904761904761904,0.03697916666666667,0.32289170280152907,0.4453125,5
City-temp.csv,25,0.1212158203125,0.109375,0.023659922285782658,0.018700787401574805,0.023695623399219466,0.0975609756097561,0.1111111111111111,0.04017857142857143,0.27861170992403306,0.515625,6
City-temp.csv,26,0.1278076171875,0.125,0.02744356737417062,0.018454724409448817,0.02290171071479611,0.10256410256410256,0.15873015873015872,0.030078125,0.2895849299942063,0.5,6
City-temp.csv,27,0.1240234375,0.109375,0.02711610034553676,0.018577755905511813,0.02415306000004172,0.09876543209876543,0.18253968253968253,0.03260869565217391,0.30548520839976484,0.53125,4
City-temp.csv,28,0.11376953125,0.109375,0.015617368741913551,0.010826771653543307,0.015748992650294752,0.12307692307692308,0.14285714285714285,0.020833333333333332,0.24909693637935093,0.4453125,10
City-temp.csv,29,0.1192626953125,0.109375,0.02430609672186133,0.015871062992125984,0.023199186371066934,0.11594202898550725,0.09523809523809523,0.032552083333333336,0.2826140420239569,0.3984375,6
City-temp.csv,30,0.1162109375,0.109375,0.021902013175786918,0.015625,0.022527869878438186,0.10810810810810811,0.11904761904761904,0.030208333333333334,0.29787455731565154,0.4921875,5
City-temp.csv,31,0.1195068359375,0.109375,0.03340870660326094,0.02202263779527559,0.0321806746540784,0.10526315789473684,0.16666666666666666,0.043154761904761904,0.3204834547679385,0.4609375,5
City-temp.csv,32,0.126708984375,0.125,0.06341596792323193,0.021284448818897638,0.039880427447521044,0.19047619047619047,0.05555555555555555,0.06919642857142858,0.3186289273406042,0.28125,3
City-temp.csv,33,0.125732421875,0.109375,0.03142403777355635,0.015625,0.02608673920976758,0.14285714285714285,0.0873015873015873,0.040482954545454544,0.28072339607093283,0.34375,7
City-temp.csv,34,0.1094970703125,0.109375,0.01441825578270023,0.01107283464566929,0.016650666506611365,0.12698412698412698,0.07936507936507936,0.03359375,0.2309333406433113,0.4140625,8
City-temp.csv,35,0.1124267578125,0.109375,0.013956112566355386,0.009965551181102362,0.0131050201991683,0.11940298507462686,0.15873015873015872,0.016796875,0.22946685531352598,0.4453125,7
City-temp.csv,36,0.110595703125,0.109375,0.01687045283335602,0.013410433070866142,0.01728669139025449,0.10256410256410256,0.15079365079365079,0.02631578947368421,0.27860052630999993,0.4921875,8
City-temp.csv,37,0.110595703125,0.109375,0.014433233646345169,0.009473425196850394,0.013029726668182804,0.125,0.1349206349206349,0.017003676470588234,0.23970839564166935,0.421875,12
City-temp.csv,38,0.109130859375,0.109375,0.015623092534937653,0.012549212598425197,0.015813256902617746,0.10526315789473684,0.16666666666666666,0.023809523809523808,0.27579184982437943,0.4765625,8
City-temp.csv,39,0.1124267578125,0.109375,0.019827691135815152,0.015255905511811024,0.021698933502016387,0.10810810810810811,0.15873015873015872,0.03046875,0.2632905226426892,0.4765625,6
City-temp.csv,40,0.11376953125,0.109375,0.01872735245191905,0.014148622047244094,0.01955233319421152,0.1111111111111111,0.18253968253968253,0.026834239130434784,0.2772801977118625,0.421875,6
City-temp.csv,41,0.114501953125,0.109375,0.017150770302425275,0.014517716535433071,0.017557762688126338,0.10256410256410256,0.15079365079365079,0.027138157894736843,0.3272614155475539,0.4609375,8
