Dataset,chunk_index,mean_bitwidth,median_bitwidth,std_bitwidth,mean_diff_bitwidth,std_diff_bitwidth,avg_run_length,local_max_density,local_max_amplitude,entropy,monotonic_segments,optimal_pack_size
City-temp.csv,0,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,1,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,2,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,3,0.13818359375,0.140625,0.0090430953014903,0.0036909448818897637,0.006636862184675784,0.25806451612903225,0.05555555555555555,0.015625,0.2084765798784557,0.203125,22
City-temp.csv,4,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,5,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,6,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,7,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,8,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,9,0.160888671875,0.171875,0.039948896904183524,0.01107283464566929,0.04009392405708737,0.8,0.007936507936507936,0.15625,0.06118145983512229,0.078125,2
City-temp.csv,10,0.026611328125,0.015625,0.039948896904183524,0.012303149606299213,0.04208324649726146,0.7272727272727273,0.031746031746031744,0.15625,0.06118145983512229,0.0859375,7
City-temp.csv,11,0.015625,0.015625,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,12,0.070556640625,0.015625,0.07460283979783947,0.025836614173228346,0.058046880472861405,0.36363636363636365,0.03968253968253968,0.15625,0.15590929409292953,0.171875,5
City-temp.csv,13,0.156005859375,0.171875,0.0471987669169463,0.015994094488188976,0.047363131286712844,0.5714285714285714,0.023809523809523808,0.15625,0.07898818724682638,0.109375,7
City-temp.csv,14,0.1669921875,0.171875,0.027186349427880965,0.0073818897637795275,0.03315008264101252,1.1428571428571428,0.015873015873015872,0.15625,0.03343705405211911,0.0546875,1024
City-temp.csv,15,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,16,0.170654296875,0.171875,0.013756625573223444,0.0024606299212598425,0.019452987574854672,2.6666666666666665,0.0,0.0,0.010985735390540282,0.0234375,1024
City-temp.csv,17,0.170654296875,0.171875,0.013756625573223444,0.0024606299212598425,0.019452987574854672,2.6666666666666665,0.0,0.0,0.010985735390540282,0.0234375,1023
City-temp.csv,18,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,19,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,20,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,21,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,22,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,23,0.168212890625,0.171875,0.023638814368941753,0.0073818897637795275,0.03315008264101248,1.1428571428571428,0.0,0.0,0.026721454316504755,0.0546875,1024
City-temp.csv,24,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,25,0.170654296875,0.171875,0.013756625573223444,0.0024606299212598425,0.019452987574854662,2.6666666666666665,0.0,0.0,0.010985735390540282,0.0234375,1024
City-temp.csv,26,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,27,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,28,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,29,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,30,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,31,0.168212890625,0.171875,0.023638814368941753,0.0024606299212598425,0.019452987574854644,2.6666666666666665,0.0,0.0,0.026721454316504755,0.0234375,23
City-temp.csv,32,0.14013671875,0.171875,0.06286324799601432,0.00984251968503937,0.037960749558419084,0.8888888888888888,0.0,0.0,0.12135570631150917,0.0703125,20
City-temp.csv,33,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,34,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,35,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,36,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,37,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,38,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,39,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,40,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,41,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,42,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,43,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,44,0.13134765625,0.140625,0.01272345138749549,0.005044291338582677,0.008960207409465126,0.2222222222222222,0.05555555555555555,0.018973214285714284,0.24448422633876207,0.203125,19
City-temp.csv,45,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,46,0.1329345703125,0.140625,0.011387923685644199,0.0031988188976377952,0.006602562925688358,0.3076923076923077,0.031746031746031744,0.015625,0.2198836703371534,0.15625,62
City-temp.csv,47,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,48,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,49,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,50,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,51,0.163330078125,0.171875,0.03552644582728332,0.00984251968503937,0.0379607495584191,0.8888888888888888,0.0,0.0,0.05099747895230578,0.0703125,8
City-temp.csv,52,0.075439453125,0.015625,0.07594892690577286,0.00861220472440945,0.03565791522192287,1.0,0.015873015873015872,0.15625,0.1600007012140152,0.0625,11
City-temp.csv,53,0.136474609375,0.171875,0.0654073648663028,0.00861220472440945,0.03565791522192287,1.0,0.007936507936507936,0.15625,0.12866177832476441,0.0625,14
City-temp.csv,54,0.160888671875,0.171875,0.039948896904183524,0.012303149606299213,0.04208324649726148,0.7272727272727273,0.007936507936507936,0.15625,0.06118145983512229,0.0859375,5
City-temp.csv,55,0.1669921875,0.171875,0.027186349427880965,0.00984251968503937,0.03796074955841922,0.8888888888888888,0.0,0.0,0.03343705405211911,0.0703125,1024
City-temp.csv,56,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,57,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,58,0.168212890625,0.171875,0.023638814368941753,0.0073818897637795275,0.03315008264101266,1.1428571428571428,0.007936507936507936,0.15625,0.026721454316504755,0.0546875,1024
City-temp.csv,59,0.142578125,0.171875,0.060986308578109355,0.00984251968503937,0.03796074955841912,0.8888888888888888,0.0,0.0,0.11603537668752432,0.0703125,11
City-temp.csv,60,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,61,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,62,0.168212890625,0.171875,0.023638814368941753,0.0024606299212598425,0.019452987574854638,2.6666666666666665,0.0,0.0,0.026721454316504755,0.0234375,28
City-temp.csv,63,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,64,0.1055908203125,0.109375,0.007241352514630806,0.0023375984251968506,0.005573204553595537,0.4,0.023809523809523808,0.015625,0.1518709401855644,0.1328125,55
City-temp.csv,65,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,66,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,67,0.171875,0.171875,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0078125,1024
City-temp.csv,68,0.15966796875,0.171875,0.04193252938798259,0.004921259842519685,0.027289705970495647,1.6,0.0,0.0,0.06592296774274624,0.0390625,75
City-temp.csv,69,0.15966796875,0.171875,0.04193252938798259,0.004921259842519685,0.027289705970495626,1.6,0.0,0.0,0.06592296774274624,0.0390625,75
City-temp.csv,70,0.141357421875,0.171875,0.061943918243971066,0.012303149606299213,0.04208324649726148,0.7272727272727273,0.007936507936507936,0.15625,0.118742240827813,0.0859375,11
City-temp.csv,71,0.14990234375,0.171875,0.054317860012907684,0.01968503937007874,0.051848689728606,0.47058823529411764,0.0,0.0,0.09764554881032007,0.1328125,8
City-temp.csv,72,0.1669921875,0.171875,0.027186349427880965,0.0073818897637795275,0.03315008264101259,1.1428571428571428,0.0,0.0,0.03343705405211911,0.0546875,12
